Calling Party,Called Party,Call Date Time,Duration(s),Call Type,IMEI,IMSI,First CGI,TAC
9812269470,9812245697,12/02/2026 01:15:02,267,MOC,869416306123619,404450777613840,HR-SNP-0147,1204
9896139444,9812114117,12/02/2026 01:15:15,236,MOC,862812033859741,404450519423299,HR-SNP-0147,1204
9876132241,9416046421,12/02/2026 01:15:23,85,MTC,869012714333284,404450831289574,HR-SNP-0147,1204
9876130861,9896142098,12/02/2026 01:20:19,53,MOC,865366989405230,404450806094391,HR-SNP-0147,1204
9812088504,9812023970,12/02/2026 01:20:51,149,MOC,865544200562552,404450947901530,HR-SNP-0147,1204
9812240311,9896085880,12/02/2026 01:21:18,69,MOC,863386015594370,404450517305280,HR-SNP-0147,1204
9812088504,9416148752,12/02/2026 01:21:42,237,MOC,869490287164329,404450636929225,HR-SNP-0147,1204
9416089131,9876138080,12/02/2026 01:22:10,156,MOC,869918903659884,404450512834919,HR-SNP-0147,1204
9812056898,9896095181,12/02/2026 01:22:12,55,MTC,868367362932327,404450104907047,HR-SNP-0147,1204
9812144237,9896039451,12/02/2026 01:22:49,178,MOC,866584652028787,404450791062461,HR-SNP-0147,1204
9896139444,9896097782,12/02/2026 01:25:17,70,MOC,861020734048168,404450932010779,HR-SNP-0147,1204
9416117685,9812061645,12/02/2026 01:26:24,296,MOC,864674256020520,404450457517705,HR-SNP-0147,1204
9896125129,9896017665,12/02/2026 01:26:32,157,MOC,866827123319488,404450468001834,HR-SNP-0147,1204
9812277889,9416156438,12/02/2026 01:27:11,276,MTC,867623586249712,404450801878526,HR-SNP-0147,1204
9416192544,9876181200,12/02/2026 01:27:57,225,MTC,861557920537335,404450272134233,HR-SNP-0147,1204
9416134050,9812284847,12/02/2026 01:28:43,262,MOC,865988109652976,404450590641779,HR-SNP-0147,1204
9896028289,9812191959,12/02/2026 01:28:47,294,MTC,863830942079565,404450727050254,HR-SNP-0147,1204
9416192544,9416155309,12/02/2026 01:28:55,202,MOC,862419430717071,404450106817809,HR-SNP-0147,1204
9896196951,9812056105,12/02/2026 01:29:51,143,MOC,869669407579009,404450464188244,HR-SNP-0147,1204
9896034931,9896161876,12/02/2026 01:30:54,121,MTC,865354028875173,404450419662531,HR-SNP-0147,1204
9812199353,9416130028,12/02/2026 01:31:54,187,MTC,865512533039320,404450902448600,HR-SNP-0147,1204
9896165444,9896125129,12/02/2026 01:32:10,72,MTC,864493091804091,404450487005172,HR-SNP-0147,1204
9896031417,9416031174,12/02/2026 01:32:25,245,MOC,866509850807795,404450718216692,HR-SNP-0147,1204
9812129536,9812099166,12/02/2026 01:32:58,300,MTC,861817208130632,404450179830621,HR-SNP-0147,1204
9876192149,9416180545,12/02/2026 01:33:32,118,MTC,863622234564223,404450895697985,HR-SNP-0147,1204
9416097670,9812238221,12/02/2026 01:34:33,15,MOC,863180908676150,404450746169210,HR-SNP-0147,1204
9812226828,9812070068,12/02/2026 01:35:48,174,MOC,862691994686111,404450279738803,HR-SNP-0147,1204
9812144237,9416054236,12/02/2026 01:37:44,106,MOC,864787442296987,404450244104747,HR-SNP-0147,1204
9896084364,9416037869,12/02/2026 01:38:17,184,MTC,868297924711880,404450125830942,HR-SNP-0147,1204
9416019016,9812159797,12/02/2026 01:39:26,268,MTC,863325170315714,404450700823397,HR-SNP-0147,1204
9812044522,9812298039,12/02/2026 01:39:36,42,MOC,863483667460119,404450913413214,HR-SNP-0147,1204
9812149363,9416188172,12/02/2026 01:40:04,17,MOC,861878890588653,404450430000948,HR-SNP-0147,1204
9416096951,9812164948,12/02/2026 01:40:26,170,MOC,864940911719457,404450819239897,HR-SNP-0147,1204
9416156438,9896125129,12/02/2026 01:40:48,169,MOC,864693208600420,404450444542674,HR-SNP-0147,1204
9876163354,9876168991,12/02/2026 01:42:38,223,MTC,861227864345350,404450898509546,HR-SNP-0147,1204
9416019287,9896017592,12/02/2026 01:45:59,80,MOC,861159562457344,404450334848459,HR-SNP-0147,1204
9812196374,9812277889,12/02/2026 01:46:21,38,MOC,867711325738753,404450199375888,HR-SNP-0147,1204
9416163424,9896018418,12/02/2026 01:47:07,101,MOC,866002228539249,404450756152630,HR-SNP-0147,1204
9896098184,9812121226,12/02/2026 01:50:00,291,MTC,862383988786652,404450592949064,HR-SNP-0147,1204
9896031798,9896047930,12/02/2026 01:50:09,66,MOC,861736855210185,404450644715382,HR-SNP-0147,1204
9416161049,9876164496,12/02/2026 01:50:14,37,MOC,867895254166521,404450292181526,HR-SNP-0147,1204
9812215482,9876164496,12/02/2026 01:50:33,224,MOC,863812784007087,404450973465185,HR-SNP-0147,1204
9812238221,9896084364,12/02/2026 01:51:06,291,MTC,866590791921259,404450664138658,HR-SNP-0147,1204
9896019116,9812244741,12/02/2026 01:52:06,168,MTC,863066655352896,404450241273318,HR-SNP-0147,1204
9812091183,9812182512,12/02/2026 01:52:45,291,MOC,866067750766166,404450570423569,HR-SNP-0147,1204
9812116630,9416172518,12/02/2026 01:53:48,130,MTC,861263386779872,404450279701810,HR-SNP-0147,1204
9812056105,9812121226,12/02/2026 01:55:04,274,MOC,868056434039880,404450174009197,HR-SNP-0147,1204
9416113248,9896095181,12/02/2026 01:55:28,23,MOC,866753878369864,404450263999734,HR-SNP-0147,1204
9416013617,9896170637,12/02/2026 01:56:04,193,MOC,865964386258198,404450133484360,HR-SNP-0147,1204
9416155309,9812290676,12/02/2026 01:57:00,115,MOC,865666654304517,404450809311588,HR-SNP-0147,1204
9812240311,9896047930,12/02/2026 01:58:15,93,MOC,866121673088225,404450255502389,HR-SNP-0147,1204
9812061645,9896118675,12/02/2026 01:58:25,195,MTC,868776576915858,404450916033628,HR-SNP-0147,1204
9812121226,9896045992,12/02/2026 01:58:34,179,MTC,863007693339342,404450204622201,HR-SNP-0147,1204
9812292240,9896125129,12/02/2026 01:58:55,131,MOC,868716422281698,404450920444599,HR-SNP-0147,1204
9896169429,9812217455,12/02/2026 01:59:07,74,MTC,869256148371025,404450614015466,HR-SNP-0147,1204
9812146585,9896087128,12/02/2026 01:59:13,207,MOC,869788538525862,404450785135687,HR-SNP-0147,1204
9812146585,9812159797,12/02/2026 01:59:27,292,MTC,865161251877026,404450575026390,HR-SNP-0147,1204
9416019287,9812091183,12/02/2026 01:59:41,164,MOC,863417067361472,404450920511515,HR-SNP-0147,1204
9876125860,9416054236,12/02/2026 02:00:18,84,MOC,866825257450061,404450194170046,HR-SNP-0147,1204
9876179352,9812169692,12/02/2026 02:01:46,263,MTC,866007836445608,404450444115773,HR-SNP-0147,1204
9812224168,9876130289,12/02/2026 02:02:36,201,MTC,865295592513504,404450670335494,HR-SNP-0147,1204
9896125129,9812226828,12/02/2026 02:06:18,224,MTC,866355281103895,404450874759532,HR-SNP-0147,1204
9812010464,9812269470,12/02/2026 02:07:50,246,MOC,863870573112621,404450156788412,HR-SNP-0147,1204
9416080798,9812292240,12/02/2026 02:08:21,130,MTC,867235898349763,404450751089619,HR-SNP-0147,1204
9416138893,9896192397,12/02/2026 02:09:15,128,MOC,868349440940959,404450999371401,HR-SNP-0147,1204
9812022280,9896034931,12/02/2026 02:10:53,222,MTC,864588292456056,404450465278987,HR-SNP-0147,1204
9876141850,9812160488,12/02/2026 02:10:58,269,MTC,861838050395588,404450912350050,HR-SNP-0147,1204
9896176244,9896176244,12/02/2026 02:11:02,178,MOC,867220877054265,404450814403943,HR-SNP-0147,1204
9896169929,9812049829,12/02/2026 02:13:10,228,MTC,866607184872963,404450847655456,HR-SNP-0147,1204
9416046421,9416068008,12/02/2026 02:14:11,75,MTC,867693024732777,404450204528821,HR-SNP-0147,1204
9896157795,9416091678,12/02/2026 02:19:18,45,MTC,866046722873052,404450539017530,HR-SNP-0147,1204
9812217455,9896062227,12/02/2026 02:21:50,78,MOC,866790794533674,404450665918566,HR-SNP-0147,1204
9876182309,9896084364,12/02/2026 02:22:45,47,MOC,863624876680403,404450970957171,HR-SNP-0147,1204
9876127477,9896019880,12/02/2026 02:24:59,290,MTC,864232571025466,404450776625216,HR-SNP-0147,1204
9812159615,9416154473,12/02/2026 02:27:10,111,MTC,866823767518878,404450483474399,HR-SNP-0147,1204
9416024621,9812169692,12/02/2026 02:27:32,120,MOC,862064819370005,404450947493681,HR-SNP-0147,1204
9812078146,9896192397,12/02/2026 02:27:34,74,MTC,868406050011954,404450616898564,HR-SNP-0147,1204
9416023396,9896014207,12/02/2026 02:28:27,60,MOC,868845554480649,404450477437882,HR-SNP-0147,1204
9876175909,9812096511,12/02/2026 02:30:13,76,MOC,868603422510859,404450978209248,HR-SNP-0147,1204
9812129536,9876161856,12/02/2026 02:30:24,207,MOC,861288229113932,404450317270101,HR-SNP-0147,1204
9896010942,9896095181,12/02/2026 02:31:05,81,MTC,865442035657063,404450807233980,HR-SNP-0147,1204
9896069598,9876138080,12/02/2026 02:32:04,101,MOC,867971183631216,404450570361572,HR-SNP-0147,1204
9896154020,9812127601,12/02/2026 02:33:09,11,MTC,863132374237987,404450709073484,HR-SNP-0147,1204
9812240311,9416127786,12/02/2026 02:33:46,120,MOC,864334549606124,404450307360430,HR-SNP-0147,1204
9416023396,9812096673,12/02/2026 02:34:50,261,MOC,862067896015808,404450487541399,HR-SNP-0147,1204
9812238221,9896139444,12/02/2026 02:34:57,246,MTC,868273915964759,404450356168265,HR-SNP-0147,1204
9896131178,9416023396,12/02/2026 02:35:08,194,MTC,867803795059037,404450710293796,HR-SNP-0147,1204
9896010942,9416056566,12/02/2026 02:35:37,73,MTC,864415196341440,404450919212243,HR-SNP-0147,1204
9896045774,9812044522,12/02/2026 02:41:47,237,MOC,866626349496376,404450817087513,HR-SNP-0147,1204
9876119071,9812044099,12/02/2026 02:42:06,202,MOC,862321698811893,404450687386446,HR-SNP-0147,1204
9812088504,9416197153,12/02/2026 02:43:10,65,MOC,863890966786795,404450582718617,HR-SNP-0147,1204
9896142098,9812113278,12/02/2026 02:44:33,157,MTC,866227179344868,404450715813155,HR-SNP-0147,1204
9416119171,9416031174,12/02/2026 02:47:03,269,MOC,868127837104023,404450925922483,HR-SNP-0147,1204
9416068008,9896110851,12/02/2026 02:47:12,65,MTC,862663926248388,404450598921108,HR-SNP-0147,1204
9896115014,9812078146,12/02/2026 02:47:50,103,MOC,866299130122409,404450391476850,HR-SNP-0147,1204
9896044970,9876139154,12/02/2026 02:52:44,57,MOC,865720390406446,404450504981031,HR-SNP-0147,1204
9896070332,9416192544,12/02/2026 02:53:38,267,MTC,864235716517285,404450516032315,HR-SNP-0147,1204
9896118675,9812061645,12/02/2026 02:55:32,226,MOC,868511166580655,404450371518421,HR-SNP-0147,1204
9896083579,9812292240,12/02/2026 02:56:33,100,MTC,862020632401499,404450105061082,HR-SNP-0147,1204
9896197410,9416198777,12/02/2026 02:58:03,189,MTC,863269426179012,404450738920648,HR-SNP-0147,1204
9812224168,9896097416,12/02/2026 03:00:03,272,MOC,865865278279169,404450344535679,HR-SNP-0147,1204
9876141850,9812024663,12/02/2026 03:00:04,36,MTC,866375691037208,404450879524067,HR-SNP-0147,1204
9896163225,9812149363,12/02/2026 03:00:20,234,MOC,863998580236607,404450119398359,HR-SNP-0147,1204
9896028289,9812156357,12/02/2026 03:00:29,88,MOC,865944578809387,404450923267499,HR-SNP-0147,1204
9812024371,9812187992,12/02/2026 03:03:14,240,MOC,868695855745611,404450198476695,HR-SNP-0147,1204
9812259672,9812233206,12/02/2026 03:03:21,42,MTC,867394762948220,404450821202394,HR-SNP-0147,1204
9416054236,9896142406,12/02/2026 03:04:07,181,MTC,864759315844880,404450199664255,HR-SNP-0147,1204
9812245697,9896170637,12/02/2026 03:05:05,202,MTC,863249760497857,404450819532005,HR-SNP-0147,1204
9896131178,9896115014,12/02/2026 03:05:08,88,MTC,861122352503575,404450267106867,HR-SNP-0147,1204
9416148752,9896029342,12/02/2026 03:06:29,59,MTC,863288409124029,404450697398528,HR-SNP-0147,1204
9416172518,9416081121,12/02/2026 03:07:28,134,MOC,866062993923213,404450114746008,HR-SNP-0147,1204
9416199065,9812096673,12/02/2026 03:08:03,165,MTC,862161081773880,404450734236627,HR-SNP-0147,1204
9812238221,9896163225,12/02/2026 03:10:16,249,MOC,868850755295309,404450224208992,HR-SNP-0147,1204
9812061173,9896029313,12/02/2026 03:10:43,239,MTC,861460005140423,404450196227496,HR-SNP-0147,1204
9896110851,9876180284,12/02/2026 03:10:53,109,MTC,861987599392247,404450815934958,HR-SNP-0147,1204
9416163424,9896192397,12/02/2026 03:14:09,186,MOC,868004010574654,404450850555192,HR-SNP-0147,1204
9416163883,9896192397,12/02/2026 03:14:26,262,MOC,862584625804542,404450937009907,HR-SNP-0147,1204
9812157052,9812022280,12/02/2026 03:15:29,265,MOC,862048229943047,404450481734198,HR-SNP-0147,1204
9812144237,9416183519,12/02/2026 03:17:10,170,MTC,867862229177754,404450965265838,HR-SNP-0147,1204
9876182063,9416198039,12/02/2026 03:17:17,130,MOC,865430367257299,404450633060309,HR-SNP-0147,1204
9896030032,9416154473,12/02/2026 03:17:27,61,MTC,861807578179167,404450448294647,HR-SNP-0147,1204
9812240311,9896099399,12/02/2026 03:18:34,297,MOC,867392375294082,404450986170931,HR-SNP-0147,1204
9876182132,9876119071,12/02/2026 03:23:11,48,MOC,866521079765465,404450479608458,HR-SNP-0147,1204
9876187236,9896115014,12/02/2026 03:23:23,152,MTC,866757352311731,404450724870012,HR-SNP-0147,1204
9876116582,9896076307,12/02/2026 03:23:24,25,MTC,868640273313499,404450268688902,HR-SNP-0147,1204
9896125129,9812096673,12/02/2026 03:25:16,252,MTC,863788821320936,404450775559969,HR-SNP-0147,1204
9812286099,9416044179,12/02/2026 03:26:01,155,MOC,867572992909308,404450733871129,HR-SNP-0147,1204
9896169929,9876167954,12/02/2026 03:26:28,155,MTC,863645155594647,404450457944766,HR-SNP-0147,1204
9812060968,9416198039,12/02/2026 03:28:23,254,MTC,865367706112182,404450107333788,HR-SNP-0147,1204
9896040495,9896194012,12/02/2026 03:29:00,73,MOC,862069337444908,404450135802499,HR-SNP-0147,1204
9896046500,9812044099,12/02/2026 03:32:33,42,MOC,869745043812657,404450738852124,HR-SNP-0147,1204
9896115695,9416191351,12/02/2026 03:34:39,115,MOC,867818086071050,404450866305263,HR-SNP-0147,1204
9416180545,9416115075,12/02/2026 03:34:59,194,MOC,864524218346807,404450458369754,HR-SNP-0147,1204
9896060328,9812269470,12/02/2026 03:35:25,114,MTC,868281313556561,404450149086585,HR-SNP-0147,1204
9896084341,9876197500,12/02/2026 03:36:19,153,MOC,867518430120911,404450333291547,HR-SNP-0147,1204
9416070946,9812044099,12/02/2026 03:36:25,172,MTC,867069564771671,404450965527175,HR-SNP-0147,1204
9812298039,9812010464,12/02/2026 03:36:28,80,MOC,869314325516637,404450847401602,HR-SNP-0147,1204
9812022097,9876133819,12/02/2026 03:36:55,181,MOC,868723218310590,404450546407987,HR-SNP-0147,1204
9416017331,9896046500,12/02/2026 03:38:51,215,MOC,865915721622281,404450850829666,HR-SNP-0147,1204
9896017592,9812290676,12/02/2026 03:38:54,251,MOC,861090784729640,404450690936560,HR-SNP-0147,1204
9812051104,9812224168,12/02/2026 03:39:35,73,MTC,862362228134571,404450820901832,HR-SNP-0147,1204
9416019508,9416094080,12/02/2026 03:40:14,146,MOC,862700986833757,404450326632925,HR-SNP-0147,1204
9416152753,9416096951,12/02/2026 03:45:02,252,MOC,862825718662013,404450381805975,HR-SNP-0147,1204
9416080798,9896142406,12/02/2026 03:48:07,100,MOC,861514474770759,404450620830707,HR-SNP-0147,1204
9896045992,9416067199,12/02/2026 03:49:03,263,MOC,861068375680053,404450785870900,HR-SNP-0147,1204
9812037110,9416180545,12/02/2026 03:50:17,115,MTC,869768201060562,404450886571603,HR-SNP-0147,1204
9812277889,9812022097,12/02/2026 03:51:43,24,MOC,868986405165201,404450774692904,HR-SNP-0147,1204
9812215482,9812238221,12/02/2026 03:51:52,54,MTC,867710618721091,404450524249629,HR-SNP-0147,1204
9896039219,9812160488,12/02/2026 03:52:07,62,MOC,862237263768139,404450713476544,HR-SNP-0147,1204
9416146265,9416019016,12/02/2026 03:52:46,167,MTC,862796454967790,404450242278314,HR-SNP-0147,1204
9812146585,9812149363,12/02/2026 03:58:37,35,MOC,865095843784164,404450156361897,HR-SNP-0147,1204
9896045774,9896046500,12/02/2026 03:58:49,31,MOC,861690352298831,404450698826833,HR-SNP-0147,1204
9812024663,9812149363,12/02/2026 03:58:55,274,MOC,863815574015551,404450455397438,HR-SNP-0147,1204
9896189276,9896084364,12/02/2026 03:58:57,293,MTC,863752448481085,404450644048929,HR-SNP-0147,1204
9896163225,9876197500,12/02/2026 04:00:17,43,MTC,862566117637143,404450489574448,HR-SNP-0147,1204
9896125129,9416197153,12/02/2026 04:01:00,263,MTC,866071088205508,404450698216060,HR-SNP-0147,1204
9896095181,9896142098,12/02/2026 04:02:11,18,MOC,863528526894450,404450412750915,HR-SNP-0147,1204
9416027146,9812061645,12/02/2026 04:04:29,23,MOC,868663260094178,404450772225892,HR-SNP-0147,1204
9812290676,9812024662,12/02/2026 04:06:05,244,MTC,864275851435231,404450115122787,HR-SNP-0147,1204
9812016572,9896062923,12/02/2026 04:06:10,264,MOC,861759877094640,404450158011705,HR-SNP-0147,1204
9416050001,9896019116,12/02/2026 04:06:31,18,MOC,862182001120234,404450208337018,HR-SNP-0147,1204
9812266333,9896161876,12/02/2026 04:06:47,226,MTC,865336554340967,404450398214359,HR-SNP-0147,1204
9876116582,9812157052,12/02/2026 04:07:22,286,MOC,866262580756184,404450618751182,HR-SNP-0147,1204
9896073993,9896072277,12/02/2026 04:07:36,255,MOC,863837215842972,404450794989306,HR-SNP-0147,1204
9416044179,9812061173,12/02/2026 04:07:50,265,MTC,865604710720952,404450932111777,HR-SNP-0147,1204
9896050857,9416180545,12/02/2026 04:07:52,88,MTC,869951965380718,404450857429971,HR-SNP-0147,1204
9896070332,9896196951,12/02/2026 04:08:05,117,MOC,867203309157035,404450387073305,HR-SNP-0147,1204
9876182309,9876182132,12/02/2026 04:08:41,243,MTC,867785342700394,404450840777094,HR-SNP-0147,1204
9896050857,9812056105,12/02/2026 04:08:54,103,MTC,862464778232646,404450546946709,HR-SNP-0147,1204
9416161049,9896093130,12/02/2026 04:09:04,111,MOC,865629021085889,404450992815061,HR-SNP-0147,1204
9896178327,9812116630,12/02/2026 04:09:54,248,MTC,867488694419229,404450280162221,HR-SNP-0147,1204
9812024662,9812253540,12/02/2026 04:10:13,65,MOC,866488662777014,404450718257024,HR-SNP-0147,1204
9812169692,9812156357,12/02/2026 04:11:16,229,MOC,869837885015578,404450756164110,HR-SNP-0147,1204
9812215482,9416138683,12/02/2026 04:12:44,67,MOC,863044155357788,404450715081202,HR-SNP-0147,1204
9896018418,9896039451,12/02/2026 04:12:57,204,MOC,865447641711303,404450609379184,HR-SNP-0147,1204
9416191351,9416027146,12/02/2026 04:14:39,255,MTC,863445393611554,404450977288628,HR-SNP-0147,1204
9896087128,9876121915,12/02/2026 04:15:28,239,MTC,863834767780432,404450409249220,HR-SNP-0147,1204
9896110851,9812160432,12/02/2026 04:15:37,285,MTC,868789757238989,404450504886868,HR-SNP-0147,1204
9812187992,9812016572,12/02/2026 04:17:01,90,MTC,861266779576022,404450768882058,HR-SNP-0147,1204
9812146585,9812241029,12/02/2026 04:17:29,69,MOC,869985678713562,404450517109257,HR-SNP-0147,1204
9812096673,9896017665,12/02/2026 04:17:37,221,MOC,867151826794703,404450701741560,HR-SNP-0147,1204
9896140735,9416019287,12/02/2026 04:18:27,42,MOC,867292438857951,404450639917068,HR-SNP-0147,1204
9876163354,9896137549,12/02/2026 04:21:45,162,MTC,863653663753513,404450247494816,HR-SNP-0147,1204
9812128136,9416022240,12/02/2026 04:23:20,205,MOC,866613699132308,404450679745130,HR-SNP-0147,1204
9812070068,9812265392,12/02/2026 04:23:35,71,MOC,864806163686472,404450893070706,HR-SNP-0147,1204
9876180284,9812114117,12/02/2026 04:23:47,244,MOC,866947313318329,404450215712585,HR-SNP-0147,1204
9896193748,9896161876,12/02/2026 04:23:54,80,MTC,864752912795141,404450920583443,HR-SNP-0147,1204
9896182512,9416067199,12/02/2026 04:24:27,187,MTC,867518306600547,404450174041730,HR-SNP-0147,1204
9876126728,9812085456,12/02/2026 04:24:51,285,MOC,867246104833574,404450449063037,HR-SNP-0147,1204
9812159615,9896084341,12/02/2026 04:26:56,264,MOC,861520269181410,404450206948323,HR-SNP-0147,1204
9896163225,9876125860,12/02/2026 04:27:14,44,MOC,869462879044736,404450715317515,HR-SNP-0147,1204
9876164496,9876126728,12/02/2026 04:29:03,229,MTC,863460118941699,404450366058599,HR-SNP-0147,1204
