Calling Party,Called Party,Call Date Time,Duration(s),Call Type,IMEI,IMSI,First CGI,TAC
9416062581,9416024621,20/11/2025 12:36:35,23,MTC,868977486455275,404450356917100,HR-PAN-0081,1201
9876138080,9812160432,20/11/2025 12:37:10,21,MTC,863529079232561,404450335638059,HR-SNP-0318,1208
9812083563,9812154313,20/11/2025 12:39:06,198,MOC,862454695192893,404450632841190,HR-GOH-0012,1201
9812266333,9812117944,20/11/2025 12:49:23,199,MOC,866617739958752,404450464430132,HR-SNP-0042,1204
9416062581,9896157795,20/11/2025 12:49:45,387,MTC,865536507656511,404450585872836,HR-SNP-0318,1208
9416037869,9876142914,20/11/2025 13:07:56,38,MTC,868206647802954,404450876223848,HR-RAI-0064,1204
9896186622,9896182512,20/11/2025 13:15:52,103,MTC,868304322603964,404450484362348,HR-PAN-0033,1208
9812164948,9812189840,20/11/2025 13:20:49,395,MTC,864633514767392,404450608371462,HR-GOH-0012,1204
9812253540,9896054942,20/11/2025 13:22:25,357,MOC,866996593520862,404450569918843,HR-PAN-0033,1204
9416157447,9416050306,20/11/2025 13:23:47,287,MOC,863511162207930,404450168374141,HR-SNP-0147,1204
9876163354,9896128301,20/11/2025 13:26:10,528,MOC,865992928617300,404450864080387,HR-ROH-0077,1204
9416188172,9896048890,20/11/2025 13:30:57,52,MTC,861591736425450,404450841606630,HR-KND-0091,1204
9812142591,9812134356,20/11/2025 13:31:34,590,MTC,865279602500893,404450160028034,HR-GOH-0045,1208
9896019880,9876181200,20/11/2025 13:37:46,57,MOC,869083001302993,404450140336666,HR-SNP-0211,1201
9896058434,9812129536,20/11/2025 13:41:30,560,MOC,869685256886042,404450314841059,HR-SNP-0318,1208
9896076307,9416197806,20/11/2025 13:41:31,228,MTC,864221004406394,404450771319424,HR-SNP-0042,1201
9896169638,9876121915,20/11/2025 13:43:33,598,MOC,861005269514714,404450406719360,HR-GOH-0012,1204
9812192719,9812259672,20/11/2025 13:50:58,338,MTC,866050046292858,404450308076891,HR-PAN-0081,1204
9896083579,9876130289,20/11/2025 13:51:28,490,MTC,868986395351543,404450657781098,HR-PAN-0081,1204
9876119071,9896028131,20/11/2025 13:53:23,27,MTC,867042289425161,404450188246628,HR-RAI-0064,1208
9876182063,9812292240,20/11/2025 13:55:06,217,MOC,861653785029925,404450105494433,HR-ROH-0077,1204
9876138016,9896115695,20/11/2025 13:57:18,450,MTC,869501373916846,404450628334497,HR-ROH-0077,1204
9416027146,9812284847,20/11/2025 14:03:28,182,MOC,865716604071029,404450490900286,HR-SNP-0089,1204
9812142591,9896115695,20/11/2025 14:13:11,441,MTC,863039502144791,404450445872202,HR-GNR-0023,1208
9812280010,9896169429,20/11/2025 14:18:13,506,MTC,862115576560321,404450834021543,HR-SNP-0211,1204
9812187397,9812083563,20/11/2025 14:30:58,512,MTC,863998781358576,404450884029682,HR-PAN-0033,1204
9812888101,9812134356,20/11/2025 14:36:26,89,MTC,866789435267006,404450778899001,HR-PAN-0081,1204
9876180284,9896166985,20/11/2025 14:40:27,283,MTC,865390960994864,404450947559991,HR-PAN-0033,1204
9416188172,9896099733,20/11/2025 14:43:03,77,MTC,867736182478849,404450700239513,HR-RAI-0064,1201
9896031798,9896017592,20/11/2025 14:45:11,293,MOC,865638525397304,404450350490275,HR-ROH-0077,1204
9896034931,9812280010,20/11/2025 15:01:35,98,MTC,862215021416448,404450606882594,HR-SNP-0147,1204
9812292240,9876128726,20/11/2025 15:07:27,167,MOC,862051552691684,404450903507113,HR-ROH-0077,1208
9876179352,9896193748,20/11/2025 15:12:20,454,MOC,868421931504407,404450257623788,HR-SNP-0042,1204
9896193748,9896194012,20/11/2025 15:18:16,446,MOC,863995366044983,404450263733165,HR-PAN-0081,1208
9812226828,9416138893,20/11/2025 15:26:40,460,MOC,865280326315217,404450930709723,HR-GOH-0045,1208
9416027146,9812269470,20/11/2025 15:28:16,90,MOC,866034679047672,404450457331634,HR-PAN-0081,1204
9416031174,9812116630,20/11/2025 15:28:40,97,MTC,864409400047316,404450277153242,HR-RAI-0064,1208
9416074042,9812040007,20/11/2025 15:36:46,265,MTC,869990556650154,404450709298704,HR-ROH-0018,1201
9812298039,9896017592,20/11/2025 15:39:03,532,MOC,867239443901491,404450773666513,HR-ROH-0077,1204
9812096673,9812299192,20/11/2025 15:50:50,425,MOC,863846549948094,404450732541305,HR-SNP-0318,1201
9812114117,9896093130,20/11/2025 15:55:33,532,MTC,864121967338190,404450689931436,HR-KND-0091,1201
9812022224,9812298039,20/11/2025 15:55:37,131,MOC,864364472526065,404450403240675,HR-SNP-0211,1204
9416019287,9812187992,20/11/2025 15:58:44,403,MOC,868655191153875,404450199257065,HR-PAN-0081,1204
9416050306,9896099733,20/11/2025 16:03:34,456,MTC,869436357114078,404450808148059,HR-RAI-0064,1204
9896019880,9812040007,20/11/2025 16:05:59,5,MTC,867897948348133,404450364123139,HR-GNR-0023,1201
9416191351,9896169929,20/11/2025 16:11:44,307,MOC,862096739095190,404450913881183,HR-SNP-0089,1201
9896182512,9896186622,20/11/2025 16:14:20,542,MOC,865900162970566,404450311737376,HR-PAN-0033,1204
9812160432,9896010942,20/11/2025 16:16:32,50,MOC,866906570627415,404450850567341,HR-SNP-0318,1201
9416113248,9876163354,20/11/2025 16:22:20,490,MTC,867407336913321,404450566986881,HR-SNP-0211,1201
9896199593,9812024663,20/11/2025 16:35:44,587,MOC,868265260715045,404450477927530,HR-ROH-0018,1204
9896031417,9812198501,20/11/2025 16:40:20,22,MTC,866959905857107,404450546175890,HR-GOH-0045,1201
9896166985,9896196951,20/11/2025 16:42:22,513,MTC,862098771128562,404450565448438,HR-SNP-0089,1208
9896030032,9416115075,20/11/2025 16:47:11,246,MTC,863954292094502,404450673083402,HR-SNP-0042,1204
9812189840,9896128301,20/11/2025 16:51:22,36,MOC,862548712207735,404450548232269,HR-ROH-0077,1208
9896058434,9812238221,20/11/2025 16:54:20,314,MTC,867403990063475,404450371834376,HR-GOH-0012,1201
9812241029,9812259672,20/11/2025 17:00:25,401,MTC,861361569716094,404450402286795,HR-GOH-0045,1204
9876119071,9812129536,20/11/2025 17:07:09,63,MTC,861246815610938,404450302700853,HR-RAI-0064,1201
9812022280,9896031417,20/11/2025 17:14:27,190,MTC,861837508908566,404450738752835,HR-SNP-0147,1201
9812224168,9812244741,20/11/2025 17:18:13,245,MTC,868294943177155,404450715004861,HR-SNP-0211,1201
9876182132,9416157447,20/11/2025 17:27:07,501,MTC,865965198121983,404450727471558,HR-SNP-0089,1208
9896170637,9812299192,20/11/2025 17:29:54,9,MOC,867989119551925,404450539696030,HR-ROH-0018,1201
9416113248,9812292240,20/11/2025 17:32:29,301,MTC,861858935064011,404450576633207,HR-SNP-0211,1208
9416019508,9876175909,20/11/2025 17:44:29,388,MTC,867565897727179,404450512357040,HR-ROH-0077,1204
9812116630,9896142098,20/11/2025 17:46:42,363,MOC,868951295863082,404450642026566,HR-KND-0091,1201
9416157447,9812024371,20/11/2025 17:51:18,292,MTC,869860193591343,404450299347675,HR-GNR-0023,1204
9812184668,9812096673,20/11/2025 17:54:50,188,MTC,868249313958572,404450706875393,HR-SNP-0318,1201
9416156438,9896054942,20/11/2025 17:57:11,144,MOC,868651922611912,404450295415704,HR-GOH-0045,1204
9812024662,9812196374,20/11/2025 18:07:42,404,MTC,862093672326479,404450266865640,HR-SNP-0089,1204
9416024621,9812156357,20/11/2025 18:12:15,136,MOC,867763947815161,404450655316573,HR-SNP-0211,1201
9416074042,9812156357,20/11/2025 18:17:49,309,MOC,863582988590862,404450762433952,HR-GOH-0045,1208
9896014207,9896118675,20/11/2025 18:20:25,338,MOC,861773369892189,404450277683073,HR-RAI-0064,1208
9896044970,9416134050,20/11/2025 18:28:24,466,MTC,869573920424308,404450711948961,HR-GNR-0023,1204
9812280010,9812189840,20/11/2025 18:31:31,390,MTC,862642387200685,404450922773921,HR-SNP-0318,1208
9876179352,9812292240,20/11/2025 18:31:33,242,MOC,867264539094869,404450521849781,HR-GOH-0045,1204
9896170637,9812127601,20/11/2025 18:33:23,206,MTC,863731486822966,404450418641313,HR-PAN-0081,1201
9896010942,9812182512,20/11/2025 18:36:55,581,MTC,866452943096561,404450196713481,HR-PAN-0033,1201
9812192719,9416019287,20/11/2025 18:41:58,90,MOC,867906233933028,404450177751474,HR-SNP-0089,1201
9896128301,9812189840,20/11/2025 18:43:42,591,MOC,866913845258878,404450338027397,HR-SNP-0042,1201
9812129536,9896050857,20/11/2025 18:45:24,52,MOC,863422244976011,404450341555962,HR-KND-0091,1201
9416198039,9812114117,20/11/2025 18:46:33,490,MTC,865607428619487,404450424829898,HR-SNP-0042,1208
9876128726,9812142591,20/11/2025 18:49:41,139,MTC,861689460421388,404450462269610,HR-RAI-0064,1201
9812238221,9812299192,20/11/2025 18:50:03,12,MOC,866057823348010,404450119248767,HR-GNR-0023,1208
9896165444,9812215482,20/11/2025 18:56:18,280,MTC,865919805215423,404450997467050,HR-RAI-0064,1204
9896192397,9416173653,20/11/2025 19:04:40,158,MOC,869387477878404,404450863202367,HR-ROH-0077,1208
9416062581,9896186622,20/11/2025 19:08:00,283,MOC,868820209209925,404450496845925,HR-ROH-0018,1201
9896182512,9896099733,20/11/2025 19:09:41,463,MTC,862935138526856,404450151876958,HR-PAN-0033,1208
9812117944,9896019116,20/11/2025 19:17:02,313,MTC,864331903918002,404450803198957,HR-ROH-0018,1201
9876179352,9812127601,20/11/2025 19:20:26,282,MTC,863558604207878,404450259217486,HR-GOH-0012,1204
9812099166,9416031319,20/11/2025 19:20:57,199,MOC,862984716045636,404450306645568,HR-PAN-0033,1208
9876181200,9416138893,20/11/2025 19:20:59,118,MTC,867502921812208,404450571815454,HR-SNP-0211,1208
9896054942,9812097538,20/11/2025 19:21:23,568,MTC,863663140075902,404450905381972,HR-GOH-0012,1208
9812024663,9812088504,20/11/2025 19:24:15,348,MOC,869757836666521,404450777144263,HR-PAN-0081,1208
9896019880,9896169638,20/11/2025 19:37:43,53,MTC,865989039249306,404450997052906,HR-KND-0091,1204
9812010464,9876182132,20/11/2025 19:41:05,265,MOC,864801700378123,404450491798349,HR-SNP-0089,1201
9416056566,9416115075,20/11/2025 19:47:00,502,MOC,865228191824401,404450196732829,HR-SNP-0211,1204
9896118675,9812154313,20/11/2025 19:49:47,545,MTC,863323278741658,404450971317358,HR-KND-0091,1201
9416134050,9896034931,20/11/2025 19:51:24,131,MOC,861182979385713,404450424660545,HR-PAN-0033,1208
9812226828,9876180284,20/11/2025 19:52:08,436,MOC,861709789203084,404450945521529,HR-GOH-0045,1208
9812196374,9896166985,20/11/2025 20:00:38,195,MTC,861156141527414,404450208810611,HR-ROH-0018,1204
9812121226,9416089131,20/11/2025 20:00:43,211,MTC,865925142673602,404450866989176,HR-GOH-0012,1204
9812244741,9812044522,20/11/2025 20:01:19,347,MOC,861445850560244,404450891824663,HR-SNP-0042,1208
9812888101,9896019116,20/11/2025 20:04:25,95,MOC,866789435267006,404450778899001,HR-SNP-0042,1204
9416023396,9812097538,20/11/2025 20:08:32,32,MOC,862755879910747,404450420801621,HR-ROH-0052,1208
9896014207,9876121915,20/11/2025 20:13:03,442,MTC,868298926172519,404450172269016,HR-PAN-0033,1208
9896193886,9896186622,20/11/2025 20:15:44,429,MOC,867161207105461,404450344585475,HR-ROH-0018,1208
9812245697,9812040007,20/11/2025 20:17:24,308,MOC,868355526905572,404450958504829,HR-SNP-0089,1201
9812244741,9876138016,20/11/2025 20:19:13,301,MTC,868971308317105,404450328713090,HR-SNP-0042,1201
9896017592,9812087110,20/11/2025 20:25:06,581,MOC,867995391188118,404450911998014,HR-GNR-0023,1204
9416046421,9416037869,20/11/2025 20:32:07,42,MOC,862932651670352,404450127233485,HR-GOH-0012,1204
9812224168,9812140512,20/11/2025 20:47:18,350,MOC,868068348829761,404450810765149,HR-SNP-0089,1208
9416113248,9896017665,20/11/2025 21:05:15,55,MOC,863535854334073,404450266925646,HR-ROH-0018,1201
9416046421,9812116630,20/11/2025 21:05:27,70,MTC,869037928046254,404450673911736,HR-SNP-0147,1204
9416197806,9876128726,20/11/2025 21:13:12,521,MTC,862415399651057,404450256586362,HR-GOH-0012,1204
9812215482,9812022280,20/11/2025 21:23:52,280,MOC,861593975138751,404450969126327,HR-SNP-0042,1201
9812140512,9896169929,20/11/2025 21:24:23,201,MOC,863558256328179,404450375972378,HR-GOH-0012,1201
9876182132,9812156357,20/11/2025 21:36:47,524,MOC,863899282548432,404450341021188,HR-PAN-0081,1204
9416198039,9416117685,20/11/2025 21:36:52,456,MOC,864263658426785,404450481609745,HR-ROH-0052,1201
9876182063,9416163883,20/11/2025 21:42:53,419,MTC,862815808982123,404450839847432,HR-GNR-0023,1208
9416031174,9812119602,20/11/2025 21:45:35,79,MTC,866330784021991,404450267730290,HR-GNR-0023,1208
9896142098,9896097782,20/11/2025 21:48:34,422,MOC,861546026572491,404450640580899,HR-GOH-0045,1208
9876141850,9812160432,20/11/2025 21:52:35,130,MOC,868751620900556,404450585152619,HR-GOH-0012,1201
9416188172,9896142098,20/11/2025 21:55:06,537,MTC,865641355808565,404450918392276,HR-GNR-0023,1201
9876159735,9416138893,20/11/2025 22:05:07,355,MOC,862182305295665,404450111736455,HR-ROH-0052,1201
9812888101,9812024662,20/11/2025 22:13:39,88,MOC,866789435267006,404450778899001,HR-SNP-0042,1204
9876159735,9416113248,20/11/2025 22:13:46,145,MTC,864836899147531,404450209121575,HR-SNP-0211,1208
9896014207,9416191351,20/11/2025 22:14:28,176,MTC,863920788877487,404450710204664,HR-ROH-0052,1201
9812024662,9812040007,20/11/2025 22:15:31,446,MOC,862186145055739,404450478570916,HR-GNR-0023,1208
9416019016,9416041285,20/11/2025 22:15:37,184,MTC,868298151099514,404450557046950,HR-KND-0091,1204
9896087128,9416062581,20/11/2025 22:18:38,282,MTC,861272701399338,404450715938777,HR-SNP-0211,1208
9876182063,9812159797,20/11/2025 22:21:09,45,MOC,867215915011279,404450756615500,HR-PAN-0081,1208
9812280010,9812284847,20/11/2025 22:21:18,464,MOC,866647536985561,404450494545793,HR-RAI-0064,1204
9812117944,9896189276,20/11/2025 22:27:15,571,MTC,864049106528639,404450834726377,HR-SNP-0318,1204
9896131178,9896034931,20/11/2025 22:30:48,275,MOC,866993991512331,404450417419476,HR-SNP-0089,1204
9896127361,9812134356,20/11/2025 22:31:58,113,MOC,863308488163753,404450645674792,HR-GOH-0012,1201
9896030032,9876187236,20/11/2025 22:31:59,354,MTC,867085591878885,404450160137368,HR-ROH-0018,1208
9896084364,9896014207,20/11/2025 22:37:09,540,MOC,865689302067461,404450365603228,HR-GOH-0012,1201
9812022280,9896130676,20/11/2025 22:39:19,483,MTC,861731932449486,404450630357643,HR-SNP-0318,1201
9812196374,9812024663,20/11/2025 22:43:31,172,MOC,869110830901887,404450709021452,HR-GOH-0012,1204
9416019508,9416067422,20/11/2025 22:43:40,187,MTC,862139805706772,404450595539147,HR-PAN-0081,1208
9896076307,9812241029,20/11/2025 22:48:20,24,MOC,866670324185950,404450558648441,HR-SNP-0211,1204
9812284847,9876179352,20/11/2025 22:49:40,260,MOC,863544494154818,404450146840733,HR-GNR-0023,1201
9812238221,9416114165,20/11/2025 22:54:56,30,MTC,867656976030605,404450806283231,HR-RAI-0064,1208
9896047930,9896044970,20/11/2025 22:54:59,58,MOC,865581257864572,404450954475258,HR-PAN-0033,1201
9416197806,9876181200,20/11/2025 23:03:11,354,MOC,869129624615156,404450291952296,HR-ROH-0077,1204
9876159735,9812051104,20/11/2025 23:07:01,233,MTC,861214829990845,404450551311842,HR-GOH-0045,1204
9896099399,9876181200,20/11/2025 23:10:37,449,MTC,862101183599650,404450159217839,HR-SNP-0089,1204
9812276542,9876182063,20/11/2025 23:13:34,510,MOC,862309009377625,404450602643859,HR-SNP-0042,1204
9416027146,9896118675,20/11/2025 23:13:54,591,MTC,862132825623779,404450843554077,HR-SNP-0211,1204
9416188172,9416085674,20/11/2025 23:18:16,410,MOC,865702982709088,404450749767422,HR-GOH-0045,1201
9896014207,9876142914,20/11/2025 23:19:16,579,MOC,866868353191289,404450418557159,HR-KND-0091,1204
9812196374,9876119071,20/11/2025 23:20:05,458,MOC,869445418446842,404450440859548,HR-GOH-0045,1208
9416067422,9896058434,20/11/2025 23:20:26,464,MOC,866190684500210,404450247882962,HR-PAN-0033,1204
9416157447,9876182132,20/11/2025 23:22:08,440,MOC,869245115261663,404450494721657,HR-GOH-0012,1208
9876159735,9416027146,20/11/2025 23:31:50,383,MOC,866190269761806,404450217698079,HR-GOH-0045,1208
9812199353,9896196951,20/11/2025 23:34:22,241,MTC,868212788212021,404450469436165,HR-ROH-0018,1201
9876130289,9896076307,20/11/2025 23:34:48,108,MOC,868889236004499,404450155220991,HR-GNR-0023,1204
9812299192,9812024663,20/11/2025 23:46:43,89,MTC,863616930825074,404450451761478,HR-ROH-0052,1208
9896157795,9416197806,20/11/2025 23:51:36,162,MTC,863703018309308,404450588803256,HR-ROH-0077,1201
9896040495,9812266333,20/11/2025 23:53:26,301,MTC,862918227697772,404450596948854,HR-KND-0091,1201
9812269470,9416044179,20/11/2025 23:54:09,142,MTC,863384369630638,404450960733440,HR-PAN-0033,1204
9416050306,9812238221,20/11/2025 23:57:30,541,MTC,866120171355905,404450833680648,HR-SNP-0147,1204
9896110851,9416183519,20/11/2025 23:59:54,530,MTC,864537561225573,404450624521239,HR-ROH-0018,1204
9812187992,9896128301,21/11/2025 00:04:20,594,MOC,868062095881405,404450502371967,HR-ROH-0018,1201
9812099166,9416114165,21/11/2025 00:05:44,568,MTC,866689933400964,404450440929123,HR-GOH-0012,1208
9416044179,9416024621,21/11/2025 00:10:23,353,MOC,869975883702824,404450523862476,HR-PAN-0033,1208
9812058393,9416183519,21/11/2025 00:24:05,29,MTC,868143300538110,404450957930138,HR-GOH-0045,1201
9812116630,9876163354,21/11/2025 00:39:32,350,MTC,868982730930514,404450697966117,HR-GOH-0012,1208
9896017665,9812127601,21/11/2025 00:42:08,309,MOC,869297594119786,404450503938385,HR-SNP-0147,1208
9416188172,9416019287,21/11/2025 00:46:17,320,MOC,866911262509409,404450789586059,HR-PAN-0033,1201
9416197806,9896084341,21/11/2025 00:49:46,591,MOC,866595149422627,404450582158668,HR-ROH-0052,1201
9896125129,9876119071,21/11/2025 00:58:50,405,MOC,867365872109366,404450468144088,HR-SNP-0042,1208
9896161876,9812280010,21/11/2025 00:59:15,552,MTC,861745645808838,404450752162382,HR-ROH-0077,1201
9876163354,9812198501,21/11/2025 01:00:59,372,MTC,861634702280811,404450457090466,HR-GOH-0012,1208
9812154313,9896047930,21/11/2025 01:01:22,402,MOC,862909646629747,404450301482161,HR-SNP-0042,1201
9896130676,9896047930,21/11/2025 01:03:48,320,MTC,867173634750915,404450853285439,HR-GNR-0023,1201
9416046421,9812114117,21/11/2025 01:08:40,506,MTC,861282749769927,404450213855023,HR-GNR-0023,1204
9416031174,9416173653,21/11/2025 01:11:42,550,MOC,866343903371032,404450956850806,HR-SNP-0042,1208
9416023396,9876138080,21/11/2025 01:11:55,98,MTC,864758770334965,404450808862648,HR-ROH-0018,1204
9416137760,9812276542,21/11/2025 01:15:51,335,MTC,866608801521441,404450886467460,HR-ROH-0077,1208
9812159823,9416044179,21/11/2025 01:19:22,466,MTC,869651827100338,404450812733467,HR-ROH-0052,1208
9896084341,9416056566,21/11/2025 01:22:21,479,MOC,868002692648674,404450870735237,HR-PAN-0033,1201
9896087128,9812159797,21/11/2025 01:28:33,299,MTC,866652026857061,404450954623350,HR-GOH-0045,1204
9416050306,9896076307,21/11/2025 01:40:45,384,MOC,867121939713806,404450983511436,HR-RAI-0064,1204
9812061173,9812245697,21/11/2025 01:45:18,408,MOC,863647791907376,404450775897028,HR-PAN-0081,1208
9896196951,9896039451,21/11/2025 01:54:27,261,MTC,867290892869221,404450883315296,HR-SNP-0318,1201
9812888101,9812058393,21/11/2025 01:54:43,169,MTC,866789435267006,404450778899001,HR-RAI-0064,1204
9812117944,9896099399,21/11/2025 02:00:57,525,MTC,863010532324486,404450103167960,HR-ROH-0052,1204
9896085880,9876121915,21/11/2025 02:04:40,460,MOC,862443438875738,404450758979687,HR-ROH-0052,1208
9812083563,9812099166,21/11/2025 02:07:15,371,MOC,867735652369799,404450642484408,HR-GOH-0012,1208
9416056566,9812070068,21/11/2025 02:07:25,265,MOC,863945240702718,404450802075125,HR-SNP-0211,1204
9416134050,9812284847,21/11/2025 02:14:35,87,MOC,864887862677468,404450165358405,HR-PAN-0081,1208
9896193748,9896017592,21/11/2025 02:15:55,200,MOC,861461892697362,404450388569455,HR-GNR-0023,1201
9812189840,9896115695,21/11/2025 02:20:50,332,MOC,868246921296707,404450587375797,HR-SNP-0318,1208
9416056566,9896048890,21/11/2025 02:31:55,229,MOC,869700875737219,404450646307265,HR-ROH-0052,1201
9896192397,9896031417,21/11/2025 02:35:08,461,MOC,863023674073546,404450614040147,HR-GOH-0012,1201
9812096673,9896169929,21/11/2025 02:39:23,404,MOC,868231654662320,404450783915642,HR-GNR-0023,1201
9812140512,9416188172,21/11/2025 02:41:57,550,MOC,865454433046848,404450281548847,HR-SNP-0147,1201
9896166985,9896031417,21/11/2025 02:45:02,383,MOC,868520949385153,404450419724602,HR-ROH-0077,1201
9896054942,9896031798,21/11/2025 02:47:28,296,MOC,869707225550252,404450477477173,HR-SNP-0042,1208
9812156357,9416019508,21/11/2025 02:49:16,334,MTC,868753463340951,404450632089656,HR-RAI-0064,1204
9876142914,9812087110,21/11/2025 02:49:59,200,MTC,864304965799895,404450876201260,HR-SNP-0042,1201
9876180284,9416173653,21/11/2025 02:55:09,228,MOC,861013113081969,404450855220739,HR-PAN-0033,1204
